durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
3,3,27,30,11,1,CORE COIL ASSEMBLY,WOUND-KOTAK,WOUND-KOTAK,75,TRANSORMATOR OIL CUSTOMIZE,,
7,3,28,31,11,1,CORE COIL ASSEMBLY,STACKING-KOTAK,STACKING-KOTAK,75,TRANSORMATOR OIL CUSTOMIZE,,
2,6,29,11,11,1,CONNECT,OFF-LOAD,OFF-LOAD,75,TRANSORMATOR OIL CUSTOMIZE,,
0,6,30,32,11,1,CONNECT,ON-LOAD,ON-LOAD,75,TRANSORMATOR OIL CUSTOMIZE,,
7,6,31,33,11,1,CONNECT,CHANGE OVER BOARD,CHANGE OVER BOARD,75,TRANSORMATOR OIL CUSTOMIZE,,
4,6,32,34,11,1,CONNECT,DOUBLE TAP,DOUBLE TAP,75,TRANSORMATOR OIL CUSTOMIZE,,
1,6,33,35,11,1,CONNECT,FLAT,FLAT,75,TRANSORMATOR OIL CUSTOMIZE,,
1,6,34,12,11,1,CONNECT,RAIL,RAIL,75,TRANSORMATOR OIL CUSTOMIZE,,
1,6,35,36,11,1,CONNECT,WIRE SOFT,WIRE SOFT,75,TRANSORMATOR OIL CUSTOMIZE,,
1,5,36,35,11,1,FINAL ASSEMBLY,FLAT,FLAT,75,TRANSORMATOR OIL CUSTOMIZE,,
1,5,37,12,11,1,FINAL ASSEMBLY,RAIL,RAIL,75,TRANSORMATOR OIL CUSTOMIZE,,
1,5,38,36,11,1,FINAL ASSEMBLY,WIRE SOFT,WIRE SOFT,75,TRANSORMATOR OIL CUSTOMIZE,,
2,5,39,37,11,1,FINAL ASSEMBLY,STANDARD,STANDARD,75,TRANSORMATOR OIL CUSTOMIZE,,
3,5,40,38,11,1,FINAL ASSEMBLY,NON-STANDARD,NON-STANDARD,75,TRANSORMATOR OIL CUSTOMIZE,,
1,5,41,14,11,1,FINAL ASSEMBLY,PENGISIAN OLI,PENGISIAN OLI,75,TRANSORMATOR OIL CUSTOMIZE,,
2,8,42,39,11,1,SPECIAL ASSEMBLY,RADIATOR VALVE,RADIATOR VALVE,75,TRANSORMATOR OIL CUSTOMIZE,,
1,8,43,40,11,1,SPECIAL ASSEMBLY,SIDEWALL,SIDEWALL,75,TRANSORMATOR OIL CUSTOMIZE,,
2,8,44,41,11,1,SPECIAL ASSEMBLY,TAP CHANGER ROTARY,TAP CHANGER ROTARY,75,TRANSORMATOR OIL CUSTOMIZE,,
4,8,45,42,11,1,SPECIAL ASSEMBLY,ACCESSORIES PAD MOUNTED,ACCESSORIES PAD MOUNTED,75,TRANSORMATOR OIL CUSTOMIZE,,
4,8,46,43,11,1,SPECIAL ASSEMBLY,ACCESSORIES POLE MOUNTED,ACCESSORIES POLE MOUNTED,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,47,44,11,1,FINISHING,RAPID PRESSURE RISE RELAY,RAPID PRESSURE RISE RELAY,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,48,45,11,1,FINISHING,WINDING THERMOMETER,WINDING THERMOMETER,75,TRANSORMATOR OIL CUSTOMIZE,,
2,7,49,46,11,1,FINISHING,DGPT C/W CONTROL BOX,DGPT C/W CONTROL BOX,75,TRANSORMATOR OIL CUSTOMIZE,,
2,7,50,47,11,1,FINISHING,MEMBRAN SEPERATOR,MEMBRAN SEPERATOR,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,51,48,11,1,FINISHING,DIAL THERMOMETER,DIAL THERMOMETER,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,52,49,11,1,FINISHING,OIL THERMOMETER,OIL THERMOMETER,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,53,50,11,1,FINISHING,BUCCHOLZ RELAY,BUCCHOLZ RELAY,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,54,51,11,1,FINISHING,ANTI VIBRATION,ANTI VIBRATION,75,TRANSORMATOR OIL CUSTOMIZE,,
14,7,55,52,11,1,FINISHING,OLTC,OLTC,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,56,53,11,1,FINISHING,MOLG,MOLG,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,57,54,11,1,FINISHING,PRD,PRD,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,58,55,11,1,FINISHING,CONTROL VT,CONTROL VT,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,59,56,11,1,FINISHING,DIFFERENTIAL VT,DIFFERENTIAL VT,75,TRANSORMATOR OIL CUSTOMIZE,,
14,7,60,57,11,1,FINISHING,FAN,FAN,75,TRANSORMATOR OIL CUSTOMIZE,,
4,7,61,58,11,1,FINISHING,NGR,NGR,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,62,59,11,1,FINISHING,ARRESTER,ARRESTER,75,TRANSORMATOR OIL CUSTOMIZE,,
4,7,63,60,11,1,FINISHING,HEATER,HEATER,75,TRANSORMATOR OIL CUSTOMIZE,,
1,7,64,61,11,1,FINISHING,PT-100,PT-100,75,TRANSORMATOR OIL CUSTOMIZE,,
2,7,65,62,11,1,FINISHING,CABLE BOX HV / LV,CABLE BOX HV / LV,75,TRANSORMATOR OIL CUSTOMIZE,,
4,7,66,63,11,1,FINISHING,CABLE BOX HV + LV,CABLE BOX HV + LV,75,TRANSORMATOR OIL CUSTOMIZE,,
5,7,67,64,11,1,FINISHING,WIRING CONTROL BOX STANDARD,WIRING CONTROL BOX STANDARD,75,TRANSORMATOR OIL CUSTOMIZE,,
20,7,68,65,11,1,FINISHING,WIRING CONTROL BOX NON-STANDARD,WIRING CONTROL BOX NON-STANDARD,75,TRANSORMATOR OIL CUSTOMIZE,,
3,7,69,66,11,1,FINISHING,CU LINK HV / LV (STANDARD),CU LINK HV / LV (STANDARD),75,TRANSORMATOR OIL CUSTOMIZE,,
6,7,70,67,11,1,FINISHING,CU LINK HV + LV (STANDARD),CU LINK HV + LV (STANDARD),75,TRANSORMATOR OIL CUSTOMIZE,,
14,7,71,68,11,1,FINISHING,CU LINK HV / LV (NON-STANDARD),CU LINK HV / LV (NON-STANDARD),75,TRANSORMATOR OIL CUSTOMIZE,,
28,7,72,69,11,1,FINISHING,CU LINK HV /+ LV (NON STANDARD),CU LINK HV /+ LV (NON STANDARD),75,TRANSORMATOR OIL CUSTOMIZE,,
14,7,73,70,11,1,FINISHING,RADIATOR PANEL (BONGKAR),RADIATOR PANEL (BONGKAR),75,TRANSORMATOR OIL CUSTOMIZE,,
14,7,74,71,11,1,FINISHING,RADIATOR PANEL (PASANG),RADIATOR PANEL (PASANG),75,TRANSORMATOR OIL CUSTOMIZE,,
2,7,75,72,11,1,FINISHING,CONSERVATOR (BONGKAR),CONSERVATOR (BONGKAR),75,TRANSORMATOR OIL CUSTOMIZE,,
2,7,76,73,11,1,FINISHING,CONSERVATOR (PASANG),CONSERVATOR (PASANG),75,TRANSORMATOR OIL CUSTOMIZE,,
2,4,77,15,11,1,QC TEST,ROUTINE TEST,ROUTINE TEST,75,TRANSORMATOR OIL CUSTOMIZE,,
12,4,78,74,11,1,QC TEST,LIGHTNING IMPULSE,LIGHTNING IMPULSE,75,TRANSORMATOR OIL CUSTOMIZE,,
15,4,79,75,11,1,QC TEST,TEMPERATURE RISE,TEMPERATURE RISE,75,TRANSORMATOR OIL CUSTOMIZE,,
2,4,80,76,11,1,QC TEST,TAN DELTA,TAN DELTA,75,TRANSORMATOR OIL CUSTOMIZE,,
2,4,81,77,11,1,QC TEST,NOISE,NOISE,75,TRANSORMATOR OIL CUSTOMIZE,,
3,4,82,78,11,1,QC TEST,SFRA,SFRA,75,TRANSORMATOR OIL CUSTOMIZE,,
2,4,83,79,11,1,QC TEST,PD,PD,75,TRANSORMATOR OIL CUSTOMIZE,,
0,4,84,80,11,1,QC TEST,DGA,DGA,75,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,1,50,1,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,2,50,1,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
11,1,1,16,50,1,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),80,TRANSORMATOR OIL CUSTOMIZE,,
10.5,1,1,3,50,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
12,1,1,17,50,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
13,1,1,18,50,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,80,TRANSORMATOR OIL CUSTOMIZE,,
14.25,1,1,19,50,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,20,50,1,COIL MAKING,COIL LV,FLAT HELICAL,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,21,50,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,22,50,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,23,50,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,24,50,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,80,TRANSORMATOR OIL CUSTOMIZE,,
0.17,1,1,4,50,1,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),80,TRANSORMATOR OIL CUSTOMIZE,,
1.5,1,1,25,50,1,COIL MAKING,COIL LV,GROUNDSHIELD,80,TRANSORMATOR OIL CUSTOMIZE,,
0.17,1,1,26,50,1,COIL MAKING,COIL LV,TRANSPOSE,80,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,1,50,1,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
10,1,2,2,50,1,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,5,50,1,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,6,50,1,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,3,50,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,17,50,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
10.5,1,2,18,50,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,80,TRANSORMATOR OIL CUSTOMIZE,,
11.75,1,2,19,50,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,80,TRANSORMATOR OIL CUSTOMIZE,,
10.5,1,2,27,50,1,COIL MAKING,COIL HV,2 SECTION,80,TRANSORMATOR OIL CUSTOMIZE,,
15,1,2,28,50,1,COIL MAKING,COIL HV,4 SECTION,80,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,29,50,1,COIL MAKING,COIL HV,FR OLTC,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,21,50,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,22,50,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,23,50,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,24,50,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,80,TRANSORMATOR OIL CUSTOMIZE,,
0.17,1,2,26,50,1,COIL MAKING,COIL HV,TRANSPOSE,80,TRANSORMATOR OIL CUSTOMIZE,,
0.5,1,2,7,50,1,COIL MAKING,COIL HV,PRESS COIL,80,TRANSORMATOR OIL CUSTOMIZE,,
3,3,27,30,50,1,CORE COIL ASSEMBLY,WOUND-KOTAK,WOUND-KOTAK,80,TRANSORMATOR OIL CUSTOMIZE,,
7,3,28,31,50,1,CORE COIL ASSEMBLY,STACKING-KOTAK,STACKING-KOTAK,80,TRANSORMATOR OIL CUSTOMIZE,,
1.5,6,29,11,50,1,CONNECT,OFF-LOAD,OFF-LOAD,80,TRANSORMATOR OIL CUSTOMIZE,,
0,6,30,32,50,1,CONNECT,ON-LOAD,ON-LOAD,80,TRANSORMATOR OIL CUSTOMIZE,,
7,6,31,33,50,1,CONNECT,CHANGE OVER BOARD,CHANGE OVER BOARD,80,TRANSORMATOR OIL CUSTOMIZE,,
4,6,32,34,50,1,CONNECT,DOUBLE TAP,DOUBLE TAP,80,TRANSORMATOR OIL CUSTOMIZE,,
1,6,33,35,50,1,CONNECT,FLAT,FLAT,80,TRANSORMATOR OIL CUSTOMIZE,,
1,6,34,12,50,1,CONNECT,RAIL,RAIL,80,TRANSORMATOR OIL CUSTOMIZE,,
1,6,35,36,50,1,CONNECT,WIRE SOFT,WIRE SOFT,80,TRANSORMATOR OIL CUSTOMIZE,,
1,5,36,35,50,1,FINAL ASSEMBLY,FLAT,FLAT,80,TRANSORMATOR OIL CUSTOMIZE,,
1,5,37,12,50,1,FINAL ASSEMBLY,RAIL,RAIL,80,TRANSORMATOR OIL CUSTOMIZE,,
1,5,38,36,50,1,FINAL ASSEMBLY,WIRE SOFT,WIRE SOFT,80,TRANSORMATOR OIL CUSTOMIZE,,
1.5,5,39,37,50,1,FINAL ASSEMBLY,STANDARD,STANDARD,80,TRANSORMATOR OIL CUSTOMIZE,,
3,5,40,38,50,1,FINAL ASSEMBLY,NON-STANDARD,NON-STANDARD,80,TRANSORMATOR OIL CUSTOMIZE,,
1,5,41,14,50,1,FINAL ASSEMBLY,PENGISIAN OLI,PENGISIAN OLI,80,TRANSORMATOR OIL CUSTOMIZE,,
2,8,42,39,50,1,SPECIAL ASSEMBLY,RADIATOR VALVE,RADIATOR VALVE,80,TRANSORMATOR OIL CUSTOMIZE,,
1,8,43,40,50,1,SPECIAL ASSEMBLY,SIDEWALL,SIDEWALL,80,TRANSORMATOR OIL CUSTOMIZE,,
2,8,44,41,50,1,SPECIAL ASSEMBLY,TAP CHANGER ROTARY,TAP CHANGER ROTARY,80,TRANSORMATOR OIL CUSTOMIZE,,
4,8,45,42,50,1,SPECIAL ASSEMBLY,ACCESSORIES PAD MOUNTED,ACCESSORIES PAD MOUNTED,80,TRANSORMATOR OIL CUSTOMIZE,,
4,8,46,43,50,1,SPECIAL ASSEMBLY,ACCESSORIES POLE MOUNTED,ACCESSORIES POLE MOUNTED,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,47,44,50,1,FINISHING,RAPID PRESSURE RISE RELAY,RAPID PRESSURE RISE RELAY,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,48,45,50,1,FINISHING,WINDING THERMOMETER,WINDING THERMOMETER,80,TRANSORMATOR OIL CUSTOMIZE,,
2,7,49,46,50,1,FINISHING,DGPT C/W CONTROL BOX,DGPT C/W CONTROL BOX,80,TRANSORMATOR OIL CUSTOMIZE,,
2,7,50,47,50,1,FINISHING,MEMBRAN SEPERATOR,MEMBRAN SEPERATOR,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,51,48,50,1,FINISHING,DIAL THERMOMETER,DIAL THERMOMETER,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,52,49,50,1,FINISHING,OIL THERMOMETER,OIL THERMOMETER,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,53,50,50,1,FINISHING,BUCCHOLZ RELAY,BUCCHOLZ RELAY,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,54,51,50,1,FINISHING,ANTI VIBRATION,ANTI VIBRATION,80,TRANSORMATOR OIL CUSTOMIZE,,
14,7,55,52,50,1,FINISHING,OLTC,OLTC,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,56,53,50,1,FINISHING,MOLG,MOLG,80,TRANSORMATOR OIL CUSTOMIZE,,
0.5,7,57,54,50,1,FINISHING,PRD,PRD,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,58,55,50,1,FINISHING,CONTROL VT,CONTROL VT,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,59,56,50,1,FINISHING,DIFFERENTIAL VT,DIFFERENTIAL VT,80,TRANSORMATOR OIL CUSTOMIZE,,
14,7,60,57,50,1,FINISHING,FAN,FAN,80,TRANSORMATOR OIL CUSTOMIZE,,
4,7,61,58,50,1,FINISHING,NGR,NGR,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,62,59,50,1,FINISHING,ARRESTER,ARRESTER,80,TRANSORMATOR OIL CUSTOMIZE,,
4,7,63,60,50,1,FINISHING,HEATER,HEATER,80,TRANSORMATOR OIL CUSTOMIZE,,
1,7,64,61,50,1,FINISHING,PT-100,PT-100,80,TRANSORMATOR OIL CUSTOMIZE,,
2,7,65,62,50,1,FINISHING,CABLE BOX HV / LV,CABLE BOX HV / LV,80,TRANSORMATOR OIL CUSTOMIZE,,
4,7,66,63,50,1,FINISHING,CABLE BOX HV + LV,CABLE BOX HV + LV,80,TRANSORMATOR OIL CUSTOMIZE,,
5,7,67,64,50,1,FINISHING,WIRING CONTROL BOX STANDARD,WIRING CONTROL BOX STANDARD,80,TRANSORMATOR OIL CUSTOMIZE,,
20,7,68,65,50,1,FINISHING,WIRING CONTROL BOX NON-STANDARD,WIRING CONTROL BOX NON-STANDARD,80,TRANSORMATOR OIL CUSTOMIZE,,
3,7,69,66,50,1,FINISHING,CU LINK HV / LV (STANDARD),CU LINK HV / LV (STANDARD),80,TRANSORMATOR OIL CUSTOMIZE,,
6,7,70,67,50,1,FINISHING,CU LINK HV + LV (STANDARD),CU LINK HV + LV (STANDARD),80,TRANSORMATOR OIL CUSTOMIZE,,
14,7,71,68,50,1,FINISHING,CU LINK HV / LV (NON-STANDARD),CU LINK HV / LV (NON-STANDARD),80,TRANSORMATOR OIL CUSTOMIZE,,
28,7,72,69,50,1,FINISHING,CU LINK HV /+ LV (NON STANDARD),CU LINK HV /+ LV (NON STANDARD),80,TRANSORMATOR OIL CUSTOMIZE,,
14,7,73,70,50,1,FINISHING,RADIATOR PANEL (BONGKAR),RADIATOR PANEL (BONGKAR),80,TRANSORMATOR OIL CUSTOMIZE,,
14,7,74,71,50,1,FINISHING,RADIATOR PANEL (PASANG),RADIATOR PANEL (PASANG),80,TRANSORMATOR OIL CUSTOMIZE,,
2,7,75,72,50,1,FINISHING,CONSERVATOR (BONGKAR),CONSERVATOR (BONGKAR),80,TRANSORMATOR OIL CUSTOMIZE,,
2,7,76,73,50,1,FINISHING,CONSERVATOR (PASANG),CONSERVATOR (PASANG),80,TRANSORMATOR OIL CUSTOMIZE,,
2,4,77,15,50,1,QC TEST,ROUTINE TEST,ROUTINE TEST,80,TRANSORMATOR OIL CUSTOMIZE,,
12,4,78,74,50,1,QC TEST,LIGHTNING IMPULSE,LIGHTNING IMPULSE,80,TRANSORMATOR OIL CUSTOMIZE,,
15,4,79,75,50,1,QC TEST,TEMPERATURE RISE,TEMPERATURE RISE,80,TRANSORMATOR OIL CUSTOMIZE,,
1.5,4,80,76,50,1,QC TEST,TAN DELTA,TAN DELTA,80,TRANSORMATOR OIL CUSTOMIZE,,
1.5,4,81,77,50,1,QC TEST,NOISE,NOISE,80,TRANSORMATOR OIL CUSTOMIZE,,
2.5,4,82,78,50,1,QC TEST,SFRA,SFRA,80,TRANSORMATOR OIL CUSTOMIZE,,
2,4,83,79,50,1,QC TEST,PD,PD,80,TRANSORMATOR OIL CUSTOMIZE,,
0.33,4,84,80,50,1,QC TEST,DGA,DGA,80,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,1,51,1,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,2,51,1,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
11,1,1,16,51,1,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),93,TRANSORMATOR OIL CUSTOMIZE,,
10.5,1,1,3,51,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
12,1,1,17,51,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
13,1,1,18,51,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,93,TRANSORMATOR OIL CUSTOMIZE,,
14.25,1,1,19,51,1,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,20,51,1,COIL MAKING,COIL LV,FLAT HELICAL,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,21,51,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,22,51,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,23,51,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,1,24,51,1,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,93,TRANSORMATOR OIL CUSTOMIZE,,
0.17,1,1,4,51,1,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),93,TRANSORMATOR OIL CUSTOMIZE,,
1.5,1,1,25,51,1,COIL MAKING,COIL LV,GROUNDSHIELD,93,TRANSORMATOR OIL CUSTOMIZE,,
0.17,1,1,26,51,1,COIL MAKING,COIL LV,TRANSPOSE,93,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,1,51,1,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
10,1,2,2,51,1,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,5,51,1,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,6,51,1,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,3,51,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,17,51,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
10.5,1,2,18,51,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,93,TRANSORMATOR OIL CUSTOMIZE,,
11.75,1,2,19,51,1,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,93,TRANSORMATOR OIL CUSTOMIZE,,
10.5,1,2,27,51,1,COIL MAKING,COIL HV,2 SECTION,93,TRANSORMATOR OIL CUSTOMIZE,,
15,1,2,28,51,1,COIL MAKING,COIL HV,4 SECTION,93,TRANSORMATOR OIL CUSTOMIZE,,
9.5,1,2,29,51,1,COIL MAKING,COIL HV,FR OLTC,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,21,51,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,22,51,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,23,51,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,93,TRANSORMATOR OIL CUSTOMIZE,,
0,1,2,24,51,1,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,93,TRANSORMATOR OIL CUSTOMIZE,,
0.17,1,2,26,51,1,COIL MAKING,COIL HV,TRANSPOSE,93,TRANSORMATOR OIL CUSTOMIZE,,
0.5,1,2,7,51,1,COIL MAKING,COIL HV,PRESS COIL,93,TRANSORMATOR OIL CUSTOMIZE,,
3,3,27,30,51,1,CORE COIL ASSEMBLY,WOUND-KOTAK,WOUND-KOTAK,93,TRANSORMATOR OIL CUSTOMIZE,,
7,3,28,31,51,1,CORE COIL ASSEMBLY,STACKING-KOTAK,STACKING-KOTAK,93,TRANSORMATOR OIL CUSTOMIZE,,
1.5,6,29,11,51,1,CONNECT,OFF-LOAD,OFF-LOAD,93,TRANSORMATOR OIL CUSTOMIZE,,
0,6,30,32,51,1,CONNECT,ON-LOAD,ON-LOAD,93,TRANSORMATOR OIL CUSTOMIZE,,
7,6,31,33,51,1,CONNECT,CHANGE OVER BOARD,CHANGE OVER BOARD,93,TRANSORMATOR OIL CUSTOMIZE,,
4,6,32,34,51,1,CONNECT,DOUBLE TAP,DOUBLE TAP,93,TRANSORMATOR OIL CUSTOMIZE,,
1,6,33,35,51,1,CONNECT,FLAT,FLAT,93,TRANSORMATOR OIL CUSTOMIZE,,
1,6,34,12,51,1,CONNECT,RAIL,RAIL,93,TRANSORMATOR OIL CUSTOMIZE,,
1,6,35,36,51,1,CONNECT,WIRE SOFT,WIRE SOFT,93,TRANSORMATOR OIL CUSTOMIZE,,
1,5,36,35,51,1,FINAL ASSEMBLY,FLAT,FLAT,93,TRANSORMATOR OIL CUSTOMIZE,,
1,5,37,12,51,1,FINAL ASSEMBLY,RAIL,RAIL,93,TRANSORMATOR OIL CUSTOMIZE,,
1,5,38,36,51,1,FINAL ASSEMBLY,WIRE SOFT,WIRE SOFT,93,TRANSORMATOR OIL CUSTOMIZE,,
1.5,5,39,37,51,1,FINAL ASSEMBLY,STANDARD,STANDARD,93,TRANSORMATOR OIL CUSTOMIZE,,
3,5,40,38,51,1,FINAL ASSEMBLY,NON-STANDARD,NON-STANDARD,93,TRANSORMATOR OIL CUSTOMIZE,,
1,5,41,14,51,1,FINAL ASSEMBLY,PENGISIAN OLI,PENGISIAN OLI,93,TRANSORMATOR OIL CUSTOMIZE,,
2,8,42,39,51,1,SPECIAL ASSEMBLY,RADIATOR VALVE,RADIATOR VALVE,93,TRANSORMATOR OIL CUSTOMIZE,,
1,8,43,40,51,1,SPECIAL ASSEMBLY,SIDEWALL,SIDEWALL,93,TRANSORMATOR OIL CUSTOMIZE,,
2,8,44,41,51,1,SPECIAL ASSEMBLY,TAP CHANGER ROTARY,TAP CHANGER ROTARY,93,TRANSORMATOR OIL CUSTOMIZE,,
4,8,45,42,51,1,SPECIAL ASSEMBLY,ACCESSORIES PAD MOUNTED,ACCESSORIES PAD MOUNTED,93,TRANSORMATOR OIL CUSTOMIZE,,
4,8,46,43,51,1,SPECIAL ASSEMBLY,ACCESSORIES POLE MOUNTED,ACCESSORIES POLE MOUNTED,93,TRANSORMATOR OIL CUSTOMIZE,,
1,7,47,44,51,1,FINISHING,RAPID PRESSURE RISE RELAY,RAPID PRESSURE RISE RELAY,93,TRANSORMATOR OIL CUSTOMIZE,,
1,7,48,45,51,1,FINISHING,WINDING THERMOMETER,WINDING THERMOMETER,93,TRANSORMATOR OIL CUSTOMIZE,,
